fact,value,units
<p style=""text-align:center;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-bottom:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%; border-bottom:solid 1.5pt transparent;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr>
<td style=""width:24%;"" valign=""top"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;line-height:4pt;margin-left:12pt;;text-indent:-12pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1.04%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:6.5%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;""> </p></td>
<td style=""width:1%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:6.5%; border-top:solid 1.5pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr>
<td style=""width:24%;"" valign=""top"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;line-height:11pt;margin-left:12pt;;text-indent:-12pt;;font-size:9pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Cash</p></td>
<td style=""width:1.04%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;font-size:9pt;""> </p></td>
<td style=""width:6.5%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-weight:bold;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">$</p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">7,272</p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:9pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">$</p></td>
<td style=""width:6.5%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">7,272</p></td>
<td style=""width:1%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:9pt;""> </p></td>
